,Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
34166,Motorcycle,30269,2,1,Petrol,Manual,2000,Worn Out,Worn Out,Weak,1
34167,Car,43976,2,1,Electric,Automatic,2500,Worn Out,Good,Weak,1
34168,Van,44600,5,9,Diesel,Manual,800,Good,Good,Good,1
34169,Truck,79054,3,8,Electric,Manual,800,Worn Out,New,Weak,1
34170,Bus,70160,5,2,Diesel,Manual,1000,Worn Out,New,New,1
34171,Bus,68157,2,7,Diesel,Manual,2000,Worn Out,Good,New,0
34172,Truck,76654,2,4,Diesel,Manual,800,Worn Out,New,Weak,1
34173,Car,56977,3,5,Diesel,Automatic,2500,New,Worn Out,Weak,1
34174,SUV,31017,5,2,Diesel,Manual,1500,Good,Good,New,1
34175,Bus,54816,0,10,Diesel,Automatic,2000,Worn Out,Worn Out,New,1
34176,SUV,52986,5,3,Electric,Automatic,800,Good,New,Good,1
34177,Motorcycle,52065,0,9,Electric,Manual,800,Good,New,Good,0
34178,Truck,63757,4,3,Electric,Automatic,800,Good,New,New,1
34179,Bus,37761,4,1,Diesel,Automatic,800,Good,New,New,1
34180,Car,71369,5,8,Diesel,Manual,2500,Worn Out,Good,New,1
34181,Motorcycle,76672,3,10,Petrol,Manual,1500,Worn Out,Worn Out,New,1
34182,Van,62588,1,1,Diesel,Manual,800,New,Good,New,0
34183,Bus,77929,2,5,Electric,Manual,1500,New,Good,Weak,1
34184,Truck,46623,2,10,Electric,Automatic,2500,Worn Out,New,Weak,1
34185,Bus,36350,4,1,Petrol,Manual,1500,New,Worn Out,New,1
34186,Bus,57096,3,3,Electric,Manual,800,Worn Out,Worn Out,Good,1
34187,Bus,62132,3,6,Diesel,Manual,1500,Worn Out,Worn Out,Weak,1
34188,Motorcycle,36451,3,4,Electric,Manual,2500,New,New,Weak,1
34189,Van,67897,4,6,Electric,Manual,2000,Worn Out,New,Good,1
34190,Bus,71128,0,4,Electric,Automatic,2500,Worn Out,Good,Weak,1
34191,Motorcycle,66623,3,8,Diesel,Automatic,2500,Good,Worn Out,New,1
34192,Bus,63271,3,5,Diesel,Manual,800,New,Worn Out,Good,1
34193,Truck,60078,3,1,Diesel,Automatic,2500,Worn Out,Good,New,1
34194,Car,62309,0,10,Petrol,Automatic,2500,New,Good,New,0
34195,Van,46027,0,5,Electric,Automatic,1500,Worn Out,New,Weak,1
34196,Van,57618,2,5,Electric,Manual,1000,Good,New,New,1
34197,Motorcycle,49181,4,5,Diesel,Automatic,2500,Worn Out,New,Good,1
34198,Van,63048,4,1,Petrol,Automatic,1500,Worn Out,Good,Good,1
34199,SUV,67325,4,7,Petrol,Manual,2000,New,Good,Weak,1
34200,Motorcycle,68823,0,3,Petrol,Manual,1500,Good,Good,Good,1
34201,SUV,56618,5,4,Electric,Automatic,1000,Worn Out,New,New,1
34202,Van,40621,1,6,Electric,Manual,1500,Good,New,Good,1
34203,SUV,40686,5,9,Petrol,Manual,1500,Good,Good,Good,1
34204,Van,36878,1,7,Electric,Automatic,2500,New,Worn Out,Weak,1
34205,Car,71722,4,8,Diesel,Automatic,1500,New,New,Good,1
34206,Bus,59926,2,7,Electric,Automatic,2500,Worn Out,Good,Good,0
34207,SUV,48162,2,3,Diesel,Automatic,1000,New,Good,Good,0
34208,Truck,63862,1,6,Electric,Manual,800,Good,Worn Out,New,1
34209,Truck,73627,1,5,Diesel,Automatic,1000,Worn Out,Worn Out,New,1
34210,Car,58520,3,8,Diesel,Automatic,2000,Good,New,New,1
34211,Van,69356,4,1,Petrol,Manual,2000,Worn Out,Worn Out,Good,1
34212,SUV,51189,3,7,Diesel,Manual,1000,Worn Out,Good,Good,1
34213,Van,76305,1,2,Petrol,Automatic,1500,New,Good,Good,0
34214,Van,37347,1,10,Diesel,Automatic,2500,Worn Out,Worn Out,New,1
34215,Van,79021,2,5,Diesel,Automatic,1500,Good,New,New,1
34216,Truck,63920,1,2,Diesel,Automatic,2500,Good,Worn Out,Good,1
34217,Bus,66834,0,3,Electric,Manual,2000,Worn Out,Good,Good,0
34218,Car,56822,5,7,Petrol,Automatic,2500,Worn Out,Worn Out,Good,1
34219,Van,44941,1,3,Diesel,Automatic,800,New,New,Good,0
34220,SUV,49531,3,3,Electric,Automatic,2500,Worn Out,New,Good,1
34221,Truck,37044,5,5,Diesel,Manual,2500,Worn Out,Good,Good,1
34222,SUV,36729,5,10,Diesel,Automatic,2000,Good,Worn Out,Weak,1
34223,Van,71820,4,4,Petrol,Automatic,1000,New,New,Weak,1
34224,SUV,74091,4,4,Diesel,Manual,800,New,New,New,1
34225,Bus,61867,0,6,Petrol,Manual,1000,Good,New,Good,0
34226,Bus,38392,2,4,Electric,Automatic,800,Worn Out,Worn Out,New,1
34227,Van,77036,3,1,Electric,Manual,1000,New,New,Weak,1
34228,Car,41462,3,7,Diesel,Automatic,800,Worn Out,New,New,1
34229,SUV,53578,2,10,Diesel,Automatic,1000,New,New,Good,1
34230,SUV,48653,3,2,Electric,Manual,2500,New,New,New,0
34231,Car,76707,4,9,Electric,Manual,800,Worn Out,Worn Out,Good,1
34232,Car,58896,2,7,Electric,Automatic,2500,Good,Good,New,0
34233,Car,34987,0,6,Petrol,Automatic,1500,New,Worn Out,New,1
34234,SUV,39963,2,5,Electric,Automatic,800,Worn Out,Good,Good,0
34235,Motorcycle,34310,0,3,Electric,Manual,1000,New,Good,New,0
34236,SUV,77439,0,4,Electric,Automatic,2500,Worn Out,Good,Good,0
34237,Truck,77467,5,6,Petrol,Manual,1000,Good,Good,New,1
34238,Truck,67666,2,1,Electric,Manual,2500,Worn Out,Good,New,0
34239,SUV,69459,4,5,Electric,Manual,2000,Worn Out,New,Weak,1
34240,Truck,56509,3,8,Petrol,Manual,800,Worn Out,Good,New,1
34241,Car,65392,0,6,Electric,Automatic,2000,Worn Out,New,Weak,1
34242,Van,59930,1,4,Petrol,Manual,1000,Good,Good,New,0
34243,Truck,40085,1,4,Electric,Manual,1000,Good,Good,New,0
34244,Car,60175,0,6,Electric,Manual,2500,Worn Out,Good,Weak,1
34245,Van,31497,2,4,Electric,Manual,2000,Worn Out,Worn Out,Weak,1
34246,Truck,33094,2,5,Diesel,Automatic,2500,Good,Good,New,0
34247,Motorcycle,56237,2,9,Petrol,Automatic,1500,Worn Out,Good,Weak,1
34248,Motorcycle,71430,3,8,Electric,Manual,1000,Worn Out,Good,New,1
34249,SUV,73958,3,3,Petrol,Automatic,2000,Good,New,Weak,1
34250,Bus,40278,4,4,Diesel,Automatic,2000,Worn Out,Good,Good,1
34251,SUV,43685,1,1,Electric,Automatic,1000,Good,Good,Weak,1
34252,SUV,48663,4,3,Electric,Automatic,2000,New,Good,New,1
34253,Van,56574,3,5,Diesel,Automatic,2000,Worn Out,Good,Weak,1
34254,Motorcycle,35990,1,1,Diesel,Automatic,2000,Worn Out,Worn Out,Good,1
34255,Truck,57035,4,8,Electric,Manual,1500,Worn Out,Good,New,1
34256,Motorcycle,53272,0,7,Electric,Automatic,1500,New,New,Weak,1
34257,Van,46001,4,3,Electric,Automatic,2500,New,Good,Good,1
34258,Truck,71403,4,1,Electric,Automatic,2500,Worn Out,Good,Weak,1
34259,Motorcycle,55710,0,4,Electric,Manual,1000,Worn Out,Good,New,0
34260,Truck,75945,0,2,Diesel,Manual,2000,New,New,Good,0
34261,Truck,45308,0,4,Diesel,Automatic,2500,New,New,Weak,1
34262,Motorcycle,68554,5,7,Electric,Manual,2000,Good,Worn Out,Good,1
34263,Motorcycle,56826,2,1,Diesel,Automatic,2000,Worn Out,Good,Weak,1
34264,Motorcycle,62691,4,1,Diesel,Manual,1500,New,Worn Out,Good,1
34265,Truck,61777,1,8,Petrol,Automatic,2500,New,Worn Out,New,1
34266,Car,71139,0,7,Petrol,Manual,1000,Worn Out,Worn Out,Good,1
34267,SUV,35685,2,2,Petrol,Automatic,1000,New,Worn Out,Weak,1
34268,Van,77470,0,1,Diesel,Manual,2000,Worn Out,Worn Out,New,1
34269,Van,56129,3,2,Petrol,Manual,2500,Worn Out,Worn Out,Good,1
34270,SUV,31878,0,2,Petrol,Manual,800,Worn Out,New,New,0
34271,Bus,39866,1,7,Petrol,Manual,1500,Worn Out,Good,Good,0
34272,Car,43583,4,2,Electric,Manual,1000,New,Good,New,1
34273,SUV,37138,0,5,Petrol,Manual,1000,New,Worn Out,New,1
34274,Car,79754,2,8,Petrol,Manual,2500,Worn Out,Good,New,0
34275,Truck,55028,0,2,Electric,Automatic,2000,Worn Out,Worn Out,Weak,1
34276,Motorcycle,43536,4,3,Electric,Automatic,2500,Good,New,Weak,1
34277,SUV,36729,2,6,Diesel,Automatic,1000,Worn Out,New,New,0
34278,SUV,63048,2,7,Diesel,Manual,2500,New,Good,Good,0
34279,Car,69173,1,6,Petrol,Automatic,2000,New,Good,Weak,1
34280,Truck,35140,3,1,Diesel,Manual,800,New,Worn Out,Good,1
34281,Van,45068,0,4,Electric,Manual,2500,Good,Worn Out,Good,1
34282,SUV,46240,5,7,Electric,Manual,1000,Good,Worn Out,Weak,1
34283,Truck,68806,0,9,Diesel,Automatic,2500,Good,New,Good,0
34284,Bus,35046,0,5,Petrol,Automatic,1000,New,Good,New,1
34285,Motorcycle,36131,0,3,Diesel,Manual,2500,Good,Worn Out,Good,1
34286,Van,76305,0,9,Diesel,Manual,2500,New,Worn Out,Weak,1
34287,Truck,42447,3,8,Electric,Manual,800,Worn Out,Worn Out,New,1
34288,Truck,43919,0,8,Electric,Automatic,800,Worn Out,Good,Good,0
34289,Bus,45355,5,4,Petrol,Manual,2000,Worn Out,Good,Weak,1
34290,Bus,42360,2,7,Electric,Manual,2500,Worn Out,New,Weak,1
34291,Truck,74391,0,10,Diesel,Manual,2000,New,Worn Out,Good,1
34292,Van,59880,1,9,Electric,Manual,1500,New,New,Good,0
34293,Motorcycle,51377,0,10,Petrol,Manual,2000,Worn Out,New,New,0
34294,SUV,78865,2,6,Diesel,Manual,1000,Good,Good,New,0
34295,Car,30984,4,8,Petrol,Automatic,1000,New,Worn Out,Weak,1
34296,Truck,77216,1,1,Diesel,Manual,1500,Good,New,Weak,1
34297,Motorcycle,43586,0,9,Diesel,Manual,2500,New,Good,New,0
34298,Car,77232,4,10,Petrol,Automatic,1000,Worn Out,Good,Weak,1
34299,Bus,79009,3,10,Diesel,Automatic,1500,New,Worn Out,New,1
34300,Truck,40407,1,10,Electric,Automatic,2000,Worn Out,Good,Weak,1
34301,SUV,53673,1,9,Diesel,Manual,2500,Worn Out,Good,Weak,1
34302,Truck,78111,1,8,Electric,Manual,1000,Worn Out,Good,New,0
34303,Motorcycle,45711,0,4,Diesel,Automatic,1500,Worn Out,Worn Out,New,1
34304,Bus,42714,1,4,Petrol,Automatic,800,Worn Out,Good,Weak,1
34305,Van,51322,4,4,Electric,Automatic,1500,New,Worn Out,Weak,1
34306,Truck,70611,2,1,Electric,Automatic,2500,Worn Out,Worn Out,New,1
34307,SUV,32123,0,9,Diesel,Manual,2500,New,Good,Weak,1
34308,Car,74106,4,8,Petrol,Manual,2500,New,New,Good,1
34309,Motorcycle,47345,2,3,Electric,Automatic,2500,Worn Out,Worn Out,Weak,1
34310,SUV,76000,1,2,Electric,Manual,800,New,New,New,1
34311,Bus,79934,1,9,Diesel,Automatic,1500,Good,Worn Out,Weak,1
34312,Truck,39836,4,4,Diesel,Manual,800,New,New,New,1
34313,Truck,38935,5,5,Petrol,Manual,2500,Good,New,New,1
34314,Bus,47135,2,2,Petrol,Automatic,2000,New,Good,New,1
34315,Truck,54205,0,6,Petrol,Automatic,1000,Worn Out,Good,Weak,1
34316,Motorcycle,74221,4,9,Petrol,Manual,2500,Worn Out,Worn Out,Good,1
34317,SUV,78490,4,5,Petrol,Manual,2500,New,New,Weak,1
34318,Car,47269,4,7,Petrol,Manual,800,New,Good,New,1
34319,Motorcycle,40478,4,5,Petrol,Automatic,1000,New,Good,Weak,1
34320,SUV,35566,2,2,Petrol,Automatic,2000,Good,New,New,0
34321,Car,48102,5,3,Petrol,Automatic,2500,New,New,New,1
34322,Truck,78853,1,2,Diesel,Automatic,800,Good,Worn Out,Good,1
34323,Truck,72793,4,10,Petrol,Automatic,800,New,Good,Weak,1
34324,Car,31892,5,3,Diesel,Automatic,1000,Good,New,Good,1
34325,Van,45523,1,10,Petrol,Manual,1000,New,Good,New,1
34326,SUV,42786,5,5,Petrol,Manual,800,New,Worn Out,Weak,1
34327,Bus,51651,5,9,Diesel,Automatic,800,Good,New,Good,1
34328,Van,67681,4,3,Electric,Automatic,2500,Good,Worn Out,Weak,1
34329,Van,49251,5,7,Petrol,Automatic,1000,Good,Good,Good,1
34330,Van,47953,5,1,Diesel,Automatic,1500,Good,Worn Out,Weak,1
34331,Van,40876,0,8,Petrol,Manual,2000,Good,Worn Out,New,1
34332,Motorcycle,73496,4,1,Electric,Manual,2000,Worn Out,Good,New,1
34333,Motorcycle,41251,1,6,Electric,Manual,1000,New,Good,New,0
34334,SUV,53288,2,9,Petrol,Manual,1500,New,New,Weak,1
34335,Bus,43063,0,1,Electric,Automatic,2000,Worn Out,New,Weak,1
34336,Car,57665,1,1,Diesel,Manual,800,Worn Out,Good,Weak,1
34337,Truck,39414,0,1,Petrol,Automatic,2000,Good,Good,Good,0
34338,Motorcycle,49118,1,8,Diesel,Automatic,2500,Good,Good,Good,0
34339,SUV,69813,0,10,Petrol,Manual,1500,Good,Worn Out,Good,1
34340,Truck,56616,4,3,Petrol,Manual,2500,New,Good,Weak,1
34341,Car,75919,2,2,Petrol,Manual,2500,Good,Good,Weak,1
34342,Van,53493,2,7,Petrol,Manual,2500,Good,Worn Out,New,1
34343,Car,64783,5,7,Petrol,Manual,1000,Worn Out,Good,Weak,1
34344,SUV,52805,4,10,Petrol,Manual,2500,Good,Worn Out,Good,1
34345,Truck,65269,1,6,Petrol,Manual,1500,Worn Out,Worn Out,Good,1
34346,Truck,74634,5,2,Diesel,Automatic,2000,Good,Worn Out,New,1
34347,SUV,36123,3,8,Electric,Manual,2500,Good,Worn Out,New,1
34348,Motorcycle,53408,2,6,Electric,Manual,1500,Worn Out,Good,Good,1
34349,Truck,47173,0,2,Petrol,Manual,1000,Good,New,New,0
34350,Van,33192,1,5,Electric,Manual,2000,Worn Out,Good,New,0
34351,Truck,39035,3,2,Diesel,Automatic,1500,Worn Out,Good,Good,0
34352,Motorcycle,30021,2,9,Electric,Automatic,1500,New,Good,Good,0
34353,SUV,76770,0,2,Electric,Manual,800,Worn Out,New,Weak,1
34354,Car,53375,0,8,Petrol,Automatic,1500,New,Worn Out,Weak,1
34355,Bus,71110,1,6,Petrol,Manual,2500,Worn Out,Good,New,0
34356,Motorcycle,47819,1,3,Diesel,Automatic,2500,Good,Good,Good,0
34357,Motorcycle,45107,2,4,Diesel,Automatic,2500,New,New,Good,0
34358,Motorcycle,36599,0,9,Electric,Manual,800,Worn Out,Worn Out,Good,1
34359,Truck,70732,3,4,Petrol,Manual,2500,Good,Good,New,1
34360,Motorcycle,37447,3,1,Petrol,Automatic,1000,Worn Out,Good,Good,1
34361,Motorcycle,78701,2,5,Electric,Manual,2500,Worn Out,New,Good,0
34362,SUV,66473,4,7,Petrol,Manual,1000,New,Good,Good,1
34363,Truck,78117,0,5,Petrol,Automatic,1500,Worn Out,New,New,0
34364,Bus,64299,1,1,Electric,Automatic,2500,Worn Out,New,Weak,1
34365,Car,71462,5,5,Diesel,Automatic,2000,Worn Out,Worn Out,New,1
34366,Car,33232,2,8,Electric,Manual,2000,New,Good,Good,1
34367,Bus,59126,0,4,Diesel,Manual,1000,New,Good,Good,1
34368,Car,74455,2,5,Electric,Manual,2000,Good,New,Good,0
34369,Car,45596,5,10,Electric,Manual,800,Good,Worn Out,Weak,1
34370,Car,66228,2,10,Petrol,Manual,800,Worn Out,Worn Out,New,1
34371,Van,68296,5,6,Electric,Automatic,1000,New,Good,Weak,1
34372,Motorcycle,37693,2,2,Electric,Manual,2500,Good,Good,Weak,1
34373,Bus,44854,2,7,Petrol,Automatic,2500,Worn Out,Good,New,1
34374,Van,35747,4,10,Petrol,Automatic,1000,Worn Out,Worn Out,Good,1
34375,Bus,40303,5,7,Petrol,Manual,1000,New,Good,New,1
34376,Car,58838,3,5,Diesel,Manual,800,Worn Out,Worn Out,New,1
34377,Car,49227,5,10,Diesel,Manual,2000,Worn Out,Good,Weak,1
34378,Car,59060,0,6,Petrol,Automatic,2000,Worn Out,Worn Out,Good,1
34379,Truck,75384,5,6,Diesel,Manual,800,Worn Out,Good,New,1
34380,Bus,42986,1,1,Diesel,Manual,2000,New,Good,Good,0
34381,Bus,40336,4,10,Electric,Automatic,2000,Worn Out,Worn Out,Good,1
34382,Van,33027,3,1,Electric,Automatic,1000,New,New,New,1
34383,SUV,43873,1,4,Diesel,Manual,2000,New,Worn Out,Good,1
34384,SUV,74476,0,6,Electric,Manual,1000,New,Good,New,1
34385,Truck,46309,2,8,Diesel,Manual,1500,Worn Out,Good,Good,0
34386,Bus,75177,4,8,Diesel,Automatic,2500,New,New,New,1
34387,SUV,37411,2,3,Diesel,Manual,2000,Good,Good,Weak,1
34388,Bus,78090,3,7,Petrol,Manual,2000,Worn Out,Good,Weak,1
34389,Car,76117,4,4,Electric,Automatic,800,Worn Out,Good,Good,1
34390,Bus,50871,5,1,Diesel,Automatic,800,Good,Worn Out,Good,1
34391,Van,43447,3,8,Electric,Manual,1000,Worn Out,Worn Out,Weak,1
34392,SUV,78046,1,9,Electric,Manual,1000,New,Worn Out,Good,1
34393,Motorcycle,44953,3,8,Petrol,Manual,2000,New,Good,Good,1
34394,Car,47831,5,4,Petrol,Manual,2000,New,Worn Out,New,1
34395,Van,58176,3,7,Petrol,Automatic,2500,Worn Out,Worn Out,New,1
34396,Truck,64787,5,8,Electric,Manual,1500,New,Good,Good,1
34397,Van,32867,2,1,Petrol,Manual,1000,Worn Out,New,New,0
34398,Van,58857,3,9,Diesel,Automatic,800,Worn Out,Good,Weak,1
34399,Truck,53573,5,7,Diesel,Manual,2000,Good,New,New,1
34400,Motorcycle,36018,5,2,Petrol,Automatic,2500,Good,Good,New,1
34401,Motorcycle,38764,4,5,Electric,Manual,2000,Worn Out,Worn Out,Good,1
34402,Truck,53462,0,5,Electric,Automatic,800,Good,Worn Out,New,1
34403,Truck,57439,3,1,Diesel,Manual,2000,New,New,Good,1
34404,Bus,33635,1,1,Diesel,Manual,2500,Worn Out,New,New,0
34405,Motorcycle,70066,5,7,Petrol,Automatic,800,Good,Worn Out,New,1
34406,Bus,30857,2,3,Petrol,Manual,1500,New,Worn Out,New,1
34407,Car,38381,5,2,Diesel,Automatic,2000,Worn Out,Worn Out,New,1
34408,Bus,30637,1,6,Electric,Manual,800,Good,Good,Weak,1
34409,SUV,33279,3,5,Petrol,Automatic,2500,New,Worn Out,Weak,1
34410,Motorcycle,46990,0,9,Diesel,Manual,1500,Worn Out,New,New,0
34411,Car,60992,1,5,Electric,Manual,1500,Good,New,New,0
34412,Motorcycle,48505,1,4,Electric,Automatic,1500,Good,New,Good,0
34413,Van,59078,5,3,Diesel,Manual,1000,Worn Out,Worn Out,Good,1
34414,Truck,69771,0,3,Petrol,Automatic,2000,Worn Out,New,Weak,1
34415,Car,36207,5,5,Petrol,Manual,1500,New,Worn Out,New,1
34416,Truck,39900,4,7,Electric,Manual,800,Worn Out,Good,Weak,1
34417,Van,54288,0,3,Petrol,Automatic,1500,Good,Worn Out,Good,1
34418,Truck,59734,2,10,Petrol,Automatic,1500,Worn Out,New,Good,1
34419,Truck,68431,3,6,Electric,Automatic,1000,New,Good,New,1
34420,Bus,32395,1,9,Diesel,Automatic,800,New,New,New,0
34421,SUV,33669,0,3,Petrol,Manual,2500,Good,New,Good,0
34422,Car,60535,0,2,Diesel,Automatic,800,New,Worn Out,Good,1
34423,Van,77671,3,3,Petrol,Automatic,2000,Worn Out,Worn Out,New,1
34424,Bus,75397,5,1,Diesel,Automatic,800,Good,Worn Out,New,1
34425,Bus,73136,0,3,Diesel,Automatic,1000,Worn Out,New,New,1
34426,Motorcycle,53552,5,5,Diesel,Manual,2000,New,Worn Out,Good,1
34427,Motorcycle,78161,2,6,Electric,Automatic,2500,Worn Out,New,Good,0
34428,Motorcycle,77131,3,10,Petrol,Manual,2000,New,New,Good,1
34429,SUV,76933,2,2,Diesel,Automatic,2500,Worn Out,Good,New,1
34430,Motorcycle,42558,5,4,Electric,Manual,2500,New,New,Weak,1
34431,Bus,39894,5,6,Petrol,Manual,1500,Good,New,Good,1
34432,Car,65266,1,9,Electric,Automatic,2500,New,New,Weak,1
34433,Bus,32146,0,10,Diesel,Manual,1000,New,Worn Out,New,1
34434,SUV,33930,5,3,Petrol,Manual,2000,New,Worn Out,Good,1
34435,Van,75370,4,3,Petrol,Automatic,800,Good,New,Weak,1
34436,Van,44696,1,6,Electric,Automatic,2500,New,Worn Out,Good,1
34437,Truck,40959,4,4,Petrol,Manual,2000,New,Good,Weak,1
34438,SUV,77432,4,10,Electric,Manual,800,Worn Out,Good,Weak,1
34439,Truck,68638,2,6,Electric,Automatic,1000,Worn Out,Good,Weak,1
34440,Motorcycle,78264,0,3,Petrol,Manual,1000,Good,Worn Out,Weak,1
34441,Bus,30807,4,5,Petrol,Automatic,1000,New,Good,Good,1
34442,Truck,48504,3,6,Petrol,Manual,2500,New,Good,Weak,1
34443,Car,33073,5,9,Electric,Manual,1500,Good,New,Weak,1
34444,SUV,71273,5,6,Electric,Automatic,2500,Worn Out,Worn Out,Good,1
34445,SUV,71909,0,1,Electric,Automatic,800,Worn Out,New,Good,0
34446,Bus,35702,1,3,Diesel,Automatic,1500,Worn Out,New,Good,0
34447,Motorcycle,63061,1,6,Petrol,Automatic,1000,New,Good,Weak,1
34448,Truck,35410,1,8,Diesel,Automatic,800,Good,Good,New,0
34449,Truck,40730,2,2,Petrol,Automatic,1500,Good,Good,Weak,1
34450,Truck,75626,4,7,Diesel,Automatic,2500,New,Good,Good,1
34451,Motorcycle,34726,1,3,Petrol,Manual,2500,Worn Out,Worn Out,New,1
34452,Car,54318,2,4,Electric,Automatic,2000,Worn Out,New,Good,0
34453,Motorcycle,50219,2,1,Petrol,Manual,800,Good,New,New,0
34454,Van,54051,0,7,Petrol,Manual,2500,Good,New,Good,0
34455,SUV,39137,4,1,Petrol,Automatic,2000,Good,New,Weak,1
34456,Car,46334,5,5,Electric,Manual,1500,Good,Worn Out,Weak,1
34457,Truck,67372,1,10,Petrol,Manual,800,Good,Worn Out,Weak,1
34458,Van,55436,3,6,Electric,Manual,800,New,New,Weak,1
34459,Van,57152,3,9,Diesel,Automatic,2500,Good,Worn Out,New,1
34460,Van,41978,5,9,Electric,Automatic,1000,New,Worn Out,Weak,1
34461,Truck,61270,3,4,Diesel,Manual,800,Good,New,New,1
34462,Van,41223,1,9,Petrol,Manual,2000,Good,New,Good,0
34463,Car,58512,0,3,Diesel,Automatic,1000,Good,New,New,0
34464,Truck,41779,4,10,Petrol,Manual,2500,Worn Out,New,Weak,1
34465,SUV,36766,0,8,Diesel,Manual,800,Worn Out,New,Weak,1
34466,SUV,30062,5,7,Electric,Manual,1000,Good,Good,Weak,1
34467,Truck,58273,2,1,Diesel,Manual,1500,Worn Out,Good,New,0
34468,Van,31977,2,10,Diesel,Automatic,1000,New,New,New,0
34469,Bus,63782,4,9,Electric,Automatic,800,Good,Good,Weak,1
34470,Bus,55985,2,3,Petrol,Manual,2000,Good,Good,New,0
34471,Bus,32668,1,5,Diesel,Manual,1000,New,New,Good,0
34472,Car,59176,0,5,Diesel,Automatic,1000,New,New,Good,0
34473,SUV,77041,2,2,Petrol,Manual,2000,New,Good,New,1
34474,SUV,74620,1,3,Diesel,Automatic,2500,Good,New,Good,0
34475,Motorcycle,69391,0,3,Petrol,Automatic,800,Good,Good,New,1
34476,Motorcycle,40674,3,5,Petrol,Manual,800,Good,New,Good,1
34477,Car,41747,3,7,Electric,Automatic,2000,Worn Out,New,Good,1
34478,Van,52381,3,1,Petrol,Manual,1500,Good,New,Weak,1
34479,Van,31865,1,9,Petrol,Manual,1000,New,New,Weak,1
34480,Motorcycle,56210,4,4,Petrol,Manual,2500,Worn Out,Good,New,1
34481,Van,42514,3,6,Diesel,Automatic,1000,Worn Out,Worn Out,New,1
34482,SUV,57252,0,10,Diesel,Automatic,1500,Worn Out,Good,Good,0
34483,Car,38817,2,3,Electric,Manual,2500,Worn Out,Good,Weak,1
34484,SUV,68161,0,10,Petrol,Manual,1000,Worn Out,Worn Out,New,1
34485,Bus,48273,0,5,Diesel,Manual,1500,New,Good,Good,0
34486,SUV,37533,1,6,Petrol,Automatic,1000,New,Worn Out,Weak,1
34487,Van,50774,3,8,Diesel,Automatic,2500,New,Worn Out,Weak,1
34488,Car,33938,1,7,Diesel,Manual,2500,Worn Out,New,New,1
34489,Car,69950,1,10,Diesel,Manual,2500,Worn Out,Worn Out,Weak,1
34490,Car,64634,1,3,Diesel,Automatic,1500,New,New,New,0
34491,Motorcycle,49036,5,7,Diesel,Automatic,2500,Good,Good,New,1
34492,SUV,72505,0,7,Diesel,Manual,2500,Worn Out,Good,Weak,1
34493,SUV,43651,4,6,Electric,Manual,1500,Good,New,Good,1
34494,Bus,48020,0,6,Petrol,Manual,2000,Good,Worn Out,New,1
34495,Motorcycle,49407,5,3,Petrol,Automatic,1500,New,New,New,1
34496,SUV,35165,5,8,Petrol,Automatic,1500,New,Good,Good,1
34497,Bus,48383,5,5,Electric,Manual,1500,New,Worn Out,New,1
34498,Car,66159,2,8,Petrol,Automatic,2000,New,New,Weak,1
34499,Car,36723,4,1,Diesel,Manual,2500,Good,Good,New,1
34500,Bus,39129,2,10,Petrol,Manual,1500,Good,Good,Weak,1
34501,Van,70023,1,3,Diesel,Manual,1500,New,Good,New,0
34502,Car,58133,3,5,Petrol,Automatic,2500,Good,Good,New,1
34503,Bus,64517,4,10,Electric,Manual,2500,Worn Out,Good,Weak,1
34504,Bus,64077,3,2,Petrol,Manual,1500,Worn Out,Worn Out,Good,1
34505,Bus,45729,4,4,Petrol,Automatic,800,New,New,New,1
34506,Bus,32295,5,9,Petrol,Automatic,1000,Worn Out,Worn Out,Good,1
34507,Van,63911,3,3,Electric,Manual,1000,New,Worn Out,New,1
34508,SUV,55632,4,4,Petrol,Manual,1000,Good,New,Weak,1
34509,Motorcycle,51880,1,6,Diesel,Automatic,1500,Good,New,Weak,1
34510,SUV,33443,4,6,Diesel,Automatic,1000,Worn Out,Good,Weak,1
34511,Truck,56662,1,7,Electric,Manual,2000,New,New,Weak,1
34512,Car,61405,1,2,Diesel,Manual,2500,Good,New,New,0
34513,Motorcycle,34112,2,7,Electric,Manual,800,New,Worn Out,Good,1
34514,Van,40083,0,2,Diesel,Manual,1000,Worn Out,Good,Good,0
34515,Car,31407,2,9,Diesel,Manual,800,Worn Out,Worn Out,New,1
34516,Motorcycle,73038,5,5,Diesel,Manual,2500,Worn Out,New,New,1
34517,SUV,50594,1,4,Diesel,Automatic,1500,New,Good,Weak,1
34518,Van,57238,4,1,Petrol,Manual,2500,Good,Good,New,1
34519,SUV,47706,4,1,Diesel,Manual,2000,Good,New,New,1
34520,Car,33086,4,1,Diesel,Automatic,1500,Worn Out,Worn Out,New,1
34521,Truck,69898,2,8,Electric,Manual,800,New,New,New,1
34522,SUV,65602,1,2,Electric,Automatic,800,Worn Out,Worn Out,New,1
34523,Bus,38143,3,9,Electric,Automatic,2500,New,New,Good,1
34524,Van,71283,4,4,Petrol,Automatic,800,Worn Out,Worn Out,New,1
34525,Car,34193,1,1,Petrol,Manual,800,Worn Out,Worn Out,New,1
34526,Truck,38016,4,6,Electric,Manual,1500,Good,Good,New,1
